age,workclass,education,'marital status',race,sex,'Native Region',result
69,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
27,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
27,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
34,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
26,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
18,' ?',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
68,' ?',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
60,' No Income',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
24,' ?',' College',' Married',' White',' Female',' US and Canada',' <=50K'
34,' Private',' College',' Married',' White',' Female',' ?',' <=50K'
44,' Government',' Higher Education',' Never-married',' White',' Female',' US and Canada',' <=50K'
45,' No Income',' College',' Married',' White',' Male',' US and Canada',' >50K'
47,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
61,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
23,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
52,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
19,' Private',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
57,' Private',' pre-HS',' Married',' Black',' Male',' US and Canada',' <=50K'
36,' Government',' College',' Married',' Asian-Pac-Islander',' Male',' US and Canada',' <=50K'
63,' No Income',' pre-HS',' Married',' White',' Male',' US and Canada',' >50K'
50,' ?',' College',' Married',' Black',' Male',' US and Canada',' >50K'
65,' Private',' Higher Education',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
23,' Private',' College',' Never-married',' Other',' Male',' Latin / South America',' <=50K'
21,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
27,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
45,' Private',' College',' Married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
90,' ?',' pre-HS',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
43,' Government',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
37,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
36,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
49,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
47,' Government',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
19,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
35,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
37,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
34,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' <=50K'
35,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
17,' Private',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
30,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
29,' ?',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
24,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
23,' Private',' College',' Never-married',' White',' Male',' Latin / South America',' <=50K'
36,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
21,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
55,' Private',' Higher Education',' Married',' White',' Male',' ?',' >50K'
46,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
42,' No Income',' College',' Married',' White',' Male',' US and Canada',' >50K'
23,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
61,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' >50K'
88,' No Income',' Higher Education',' Married',' White',' Male',' US and Canada',' <=50K'
38,' Private',' College',' Never-married',' White',' Male',' US and Canada',' >50K'
29,' Private',' College',' Married',' Black',' Male',' Latin / South America',' >50K'
59,' No Income',' Higher Education',' Married',' White',' Male',' US and Canada',' <=50K'
57,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
25,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
41,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
45,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
28,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
57,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
38,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
29,' Government',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
30,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
53,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
33,' Government',' pre-HS',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
24,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
29,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
19,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
21,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
31,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
44,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
65,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
63,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
29,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
26,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
35,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
43,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
25,' ?',' College',' Married',' White',' Female',' US and Canada',' <=50K'
51,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' >50K'
36,' No Income',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
54,' Government',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
80,' ?',' College',' Married',' White',' Male',' US and Canada',' <=50K'
17,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
37,' No Income',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
40,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
32,' Government',' College',' Married',' White',' Female',' US and Canada',' >50K'
58,' Government',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
40,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
42,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
27,' Private',' pre-HS',' Never-married',' White',' Male',' Latin / South America',' <=50K'
37,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
28,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
36,' Government',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
52,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
25,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
20,' Private',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
33,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
27,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
70,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
46,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
50,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
39,' ?',' pre-HS',' Seperated or Widowed',' White',' Female',' Latin / South America',' <=50K'
58,' No Income',' College',' Married',' White',' Female',' US and Canada',' <=50K'
38,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
32,' No Income',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
17,' Private',' College',' Never-married',' Black',' Male',' US and Canada',' <=50K'
32,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
57,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
52,' Government',' Higher Education',' Married',' White',' Female',' US and Canada',' >50K'
59,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
35,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
53,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
33,' Government',' College',' Seperated or Widowed',' White',' Female',' Europe',' <=50K'
42,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
26,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
65,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
32,' Private',' College',' Married',' Black',' Male',' US and Canada',' <=50K'
42,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
33,' Government',' College',' Married',' Black',' Male',' US and Canada',' <=50K'
35,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
50,' Government',' Higher Education',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
48,' Private',' pre-HS',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
51,' ?',' pre-HS',' Married',' Black',' Male',' US and Canada',' <=50K'
48,' No Income',' College',' Married',' White',' Male',' US and Canada',' >50K'
24,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
25,' ?',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
70,' No Income',' College',' Married',' White',' Male',' US and Canada',' >50K'
32,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
45,' Private',' pre-HS',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
21,' ?',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
27,' ?',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
45,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
41,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
37,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
52,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
25,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
26,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
48,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
37,' Government',' Higher Education',' Married',' White',' Female',' US and Canada',' >50K'
18,' Government',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
55,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
33,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
46,' Private',' College',' Married',' White',' Female',' US and Canada',' >50K'
46,' Government',' Higher Education',' Married',' White',' Female',' US and Canada',' >50K'
45,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
33,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
59,' Private',' pre-HS',' Married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
35,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
58,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
37,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
58,' Private',' pre-HS',' Married',' White',' Female',' US and Canada',' <=50K'
29,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
42,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
47,' Private',' Higher Education',' Married',' White',' Male',' Asia',' >50K'
51,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
46,' Government',' Higher Education',' Never-married',' White',' Female',' US and Canada',' >50K'
48,' Private',' College',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
21,' Government',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
20,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
30,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
37,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
26,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
35,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
48,' Government',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
19,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
55,' Private',' College',' Seperated or Widowed',' Asian-Pac-Islander',' Female',' US and Canada',' <=50K'
39,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
25,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
67,' Government',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
62,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
73,' No Income',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
28,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
31,' Government',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
19,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
29,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
23,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
17,' Private',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
35,' Government',' College',' Married',' Amer-Asian-Eskimo',' Male',' US and Canada',' <=50K'
37,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
28,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
30,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
40,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
46,' Private',' College',' Married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
24,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
41,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
51,' Government',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
42,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
68,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
30,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Male',' Asia',' <=50K'
45,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
20,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
21,' Private',' pre-HS',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
61,' Private',' pre-HS',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
19,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
27,' Private',' College',' Married',' Black',' Female',' US and Canada',' <=50K'
24,' Private',' College',' Married',' Black',' Female',' US and Canada',' <=50K'
76,' ?',' College',' Married',' White',' Male',' US and Canada',' <=50K'
32,' Government',' College',' Seperated or Widowed',' Asian-Pac-Islander',' Female',' US and Canada',' <=50K'
42,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
42,' Private',' College',' Never-married',' White',' Female',' US and Canada',' >50K'
37,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
41,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
54,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
41,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
37,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
41,' Private',' College',' Seperated or Widowed',' White',' Female',' ?',' <=50K'
37,' Private',' pre-HS',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
29,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
55,' Government',' College',' Married',' White',' Female',' US and Canada',' >50K'
50,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
18,' ?',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
26,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
20,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
27,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' <=50K'
73,' ?',' College',' Married',' White',' Male',' US and Canada',' <=50K'
51,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
40,' No Income',' College',' Married',' White',' Female',' US and Canada',' >50K'
44,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
23,' Private',' College',' Never-married',' Black',' Male',' US and Canada',' <=50K'
34,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
43,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
26,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
24,' Government',' College',' Never-married',' White',' Male',' US and Canada',' >50K'
28,' Private',' pre-HS',' Never-married',' White',' Female',' Latin / South America',' <=50K'
65,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
45,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
39,' Private',' pre-HS',' Seperated or Widowed',' White',' Male',' Latin / South America',' <=50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
46,' Private',' College',' Never-married',' Amer-Asian-Eskimo',' Male',' US and Canada',' <=50K'
38,' ?',' College',' Married',' White',' Male',' US and Canada',' <=50K'
17,' Private',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
38,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
35,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
26,' No Income',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
24,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
26,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
50,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
26,' No Income',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
41,' Government',' College',' Married',' Black',' Male',' US and Canada',' >50K'
56,' No Income',' College',' Married',' White',' Female',' US and Canada',' >50K'
18,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
40,' Private',' Higher Education',' Married',' White',' Female',' US and Canada',' >50K'
27,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
18,' ?',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
39,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
38,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
46,' Private',' College',' Married',' White',' Male',' ?',' <=50K'
45,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
34,' Private',' pre-HS',' Married',' Amer-Asian-Eskimo',' Male',' Latin / South America',' <=50K'
58,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
21,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
54,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
26,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
42,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
38,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
31,' Government',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
36,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
62,' Government',' Higher Education',' Seperated or Widowed',' White',' Female',' ?',' <=50K'
21,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
34,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
35,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
51,' Private',' Higher Education',' Married',' White',' Male',' Europe',' >50K'
60,' Private',' pre-HS',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
44,' Private',' pre-HS',' Seperated or Widowed',' White',' Female',' Latin / South America',' <=50K'
29,' Government',' College',' Never-married',' Asian-Pac-Islander',' Female',' Asia',' <=50K'
31,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
25,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
37,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
41,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
49,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
44,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' >50K'
74,' Private',' Higher Education',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
41,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
43,' Private',' Higher Education',' Married',' Black',' Male',' US and Canada',' >50K'
36,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
66,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' <=50K'
23,' Private',' pre-HS',' Never-married',' White',' Male',' Asia',' <=50K'
63,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
27,' Private',' Higher Education',' Never-married',' White',' Male',' US and Canada',' <=50K'
32,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
52,' Private',' College',' Seperated or Widowed',' White',' Female',' ?',' <=50K'
69,' ?',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
27,' Private',' pre-HS',' Never-married',' White',' Female',' Latin / South America',' <=50K'
25,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
42,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
26,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
57,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
34,' Government',' Higher Education',' Never-married',' White',' Female',' US and Canada',' <=50K'
33,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
43,' Private',' Higher Education',' Never-married',' White',' Female',' Europe',' <=50K'
26,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
33,' No Income',' pre-HS',' Married',' White',' Male',' US and Canada',' >50K'
21,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
36,' Private',' College',' Married',' White',' Female',' US and Canada',' >50K'
56,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
31,' Private',' College',' Married',' White',' Female',' Europe',' <=50K'
41,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
28,' Government',' College',' Married',' Asian-Pac-Islander',' Male',' US and Canada',' <=50K'
52,' No Income',' College',' Married',' White',' Male',' US and Canada',' >50K'
35,' Private',' College',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
43,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
55,' Government',' College',' Married',' White',' Female',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
31,' Government',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
54,' Private',' College',' Married',' White',' Male',' ?',' >50K'
41,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
31,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
61,' No Income',' Higher Education',' Married',' White',' Male',' ?',' <=50K'
27,' Private',' Higher Education',' Never-married',' Asian-Pac-Islander',' Male',' US and Canada',' <=50K'
55,' Private',' pre-HS',' Seperated or Widowed',' White',' Female',' Latin / South America',' <=50K'
36,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
27,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
53,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
55,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
18,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
18,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
48,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
47,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
49,' Private',' pre-HS',' Married',' Black',' Male',' US and Canada',' >50K'
57,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
26,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
60,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
49,' Private',' Higher Education',' Married',' Black',' Male',' US and Canada',' >50K'
20,' Government',' College',' Married',' Black',' Male',' Latin / South America',' <=50K'
47,' Private',' College',' Married',' White',' Male',' Latin / South America',' >50K'
71,' Government',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
24,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
32,' Private',' College',' Married',' Black',' Male',' US and Canada',' >50K'
51,' Government',' pre-HS',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
65,' ?',' College',' Seperated or Widowed',' Asian-Pac-Islander',' Female',' US and Canada',' <=50K'
31,' Private',' pre-HS',' Never-married',' White',' Male',' Latin / South America',' <=50K'
28,' No Income',' Higher Education',' Never-married',' White',' Male',' US and Canada',' <=50K'
41,' Government',' College',' Married',' White',' Female',' US and Canada',' <=50K'
55,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
45,' Government',' Higher Education',' Married',' White',' Female',' US and Canada',' >50K'
31,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
51,' Private',' pre-HS',' Married',' Black',' Male',' Latin / South America',' <=50K'
53,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
40,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
29,' Government',' Higher Education',' Married',' White',' Male',' US and Canada',' <=50K'
21,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
60,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
19,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
40,' Government',' Higher Education',' Never-married',' White',' Male',' US and Canada',' >50K'
47,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
17,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
27,' Private',' College',' Never-married',' Asian-Pac-Islander',' Male',' US and Canada',' <=50K'
90,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
40,' Private',' College',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
39,' Private',' College',' Married',' White',' Male',' ?',' <=50K'
46,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
54,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
27,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
32,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
36,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
38,' Private',' Higher Education',' Married',' Asian-Pac-Islander',' Male',' ?',' <=50K'
31,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
24,' Government',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
39,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
42,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
24,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
54,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
63,' Private',' pre-HS',' Seperated or Widowed',' Black',' Male',' US and Canada',' <=50K'
36,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
